Timestamp,Type,Priority,index_num,Suggestion,topic
10/27/22 15:54,1,3,135,More opportunities for job,job opportunities
10/27/22 15:54,1,4,136,More school bus,transportation
10/27/22 15:54,1,5,137,Less workload,course
10/27/22 15:54,0,1,138,Sleep early,health
10/27/22 15:54,0,2,139,Eat more,health
10/27/22 15:54,0,3,140,Free food,food
10/27/22 15:54,1,1,141,More ECE course options.,program
10/27/22 15:54,1,2,142,More RA/TA opportunities.,job opportunities
10/27/22 15:54,1,3,143,Lower housing rent.,housing
10/27/22 15:54,0,1,144,Increased GRA pay,tuition
10/27/22 15:54,0,2,145,Being able to easily register for courses from schools other than your,program
10/27/22 15:54,0,3,146,own school,campus
10/27/22 15:54,0,4,147,Lower student fees,tuition
10/27/22 15:54,0,5,148,Create more study spaces on campus,campus
10/27/22 15:54,1,1,149,increase phd students' salary,benefits
10/27/22 15:54,1,2,150,reduce parking fee on campus,benefits
10/27/22 15:54,1,3,151,increase more restaurant on campus,food
10/27/22 15:54,1,4,152,install camera in every classroom for lecture recording,campus
10/27/22 15:54,1,5,153,build another gym or recreation center,campus
10/27/22 15:54,0,1,154,More ECE course options.,program
10/27/22 15:54,0,2,155,More RA/TA opportunities.,job opportunities
10/27/22 15:54,0,3,156,Lower housing rent.,housing
10/27/22 15:54,0,4,157,Safety on campus,safety
10/27/22 15:54,0,5,158,increase more restaurant on campus,food
10/27/22 15:54,1,1,159,Better 4G/5G coverage,campus
10/27/22 15:54,1,2,160,increase more restaurant on campus,food
10/27/22 15:54,1,3,161,Add more public computing resources,benefits
10/27/22 15:54,1,4,162,More traffic lights at crossroads in tech square,campus
10/27/22 15:54,1,5,163,Safety on campus,safety
10/27/22 15:55,0,1,164,Better system for choosing classes,program
10/27/22 15:55,0,2,165,More stinger bus routes,transportation
10/27/22 15:55,0,3,166,Cheap and better quality food offerings,food
10/27/22 15:55,0,4,167,Provide more books in library,campus
10/27/22 15:55,0,5,168,Regular events for international students to know the America better,benefits
10/27/22 15:55,1,1,169,Improve course and assignment quality.,course
10/27/22 15:55,1,2,170,Have more delicious food in canteen.,food
10/27/22 15:55,1,3,171,Provide help for career or researching experience.,job opportunities
10/27/22 15:55,1,4,172,Quick response to the information consulting.,benefits
10/27/22 15:55,1,5,173,Clear guide for new students to follow.,program
10/27/22 15:55,0,1,174,"Provide more ECE course options, especially in specializations",program
10/27/22 15:55,0,2,175,Provide cheaper and higher quality food options on campus,food
10/27/22 15:55,0,3,176,Improve course registration such that students are better able to take courses they are interested in,program
10/27/22 15:55,0,4,177,Provide better access to free mental health care,health
10/27/22 15:55,0,5,178,"Require less courses for grad students to be full-time, especially international students",program
10/27/22 15:55,1,1,179,Having additional advising for courses by people who are familiar with courses in the department (especially for grad students),program
10/27/22 15:55,1,2,180,Having more common spaces to do work on campus (in addition to CULC + Crosland),campus
10/27/22 15:55,1,3,181,Having umbrellas that can be borrowed on campus,campus
10/27/22 15:55,1,4,182,Increasing visibility and ease of using dining halls,food
10/27/22 15:55,1,5,183,Better course options,program
10/27/22 15:55,0,2,185,"Exams should not have much weight, rather projects/assignment should carry more weightage as they have high learning",exam
10/27/22 15:55,0,3,186,Grades should be provided more promptly so students can more quickly learn from their mistakes and understand their current grade standings.,course
10/27/22 15:55,0,4,187,More classes offered,course
10/27/22 15:55,0,5,188,Lower the tuition and fee for out-of-state students,tuition
10/27/22 15:55,1,2,189,More classes should allow students to attend remotely as this course does.,program
10/27/22 15:55,1,3,190,More courses should provide lecture recordings for students’ review.,program
10/27/22 15:55,1,4,191,More courses should publish lecture slides a night in advance so students can review material before lecture.,course
10/27/22 15:55,1,5,192,Steps should be taken to spread out midterms such that a student does not have 3+ midterms in one week.,program
10/27/22 15:55,0,1,193,better system for choosing classes,program
10/27/22 15:55,0,2,194,providing more projects that give a hands on experience to students,course
10/27/22 15:55,0,3,195,less emails,program
10/27/22 15:55,0,4,196,architecture of new buildings should be less industrial,campus
10/27/22 15:55,0,5,197,a 'real' soccer court with two gates,campus
10/27/22 15:55,1,1,198,less noisy A/C units on buildings,campus
10/27/22 15:55,1,2,199,hop-on campus golfcarts,campus
10/27/22 15:55,1,3,200,better looking OSCAR,program
10/27/22 15:55,1,4,201,easier access to MARTA,transportation
10/27/22 15:55,1,5,202,free ice cream on Fridays,food
10/27/22 15:55,0,1,203,More ECE course options.,program
10/27/22 15:55,0,2,204,More RA/TA opportunities.,job opportunities
10/27/22 15:55,0,3,205,"Develop programs that help students maintain their physical and mental health. For example weekly gym sessions or sport training sessions. Basically, let students chill and help them regain their sanity.",health
10/27/22 15:55,0,4,206,"diversity in food options, Make meal plans more flexible/affordable, more Asian food on campus",food
10/27/22 15:55,0,5,207,We can have free shared bikes or scooters for students to access in the campus,transportation
10/27/22 15:55,1,1,208,Each grad student has1 advisor to know closely what is their academic progress,program
10/27/22 15:55,1,2,209,Job related workshops and 1on 1 type advisor meetings and have industry mentors,job opportunities
10/27/22 15:55,1,3,210,Social events for students to get to know each other,benefits
10/27/22 15:55,1,4,211,Regular events for international students to know the America better,benefits
10/27/22 15:55,1,5,212,We can have free shared bikes or scooters for students to access in the campus,transportation
10/27/22 15:55,0,1,213,Mandatory physical and mental health classes,health
10/27/22 15:55,0,2,214,Increased security and police presence,safety
10/27/22 15:55,0,3,215,More variety of offered courses,program
10/27/22 15:55,0,4,216,Giving opportunity to students to drop courses anytime during the semester without affecting their transcript,program
10/27/22 15:55,0,5,217,Classes should have more windows for ventilation,course
10/27/22 15:55,1,1,218,Healthier food options,food
10/27/22 15:55,1,2,219,Help with course selection,program
10/27/22 15:55,1,3,220,Healthcare availability on weekends,health
10/27/22 15:55,1,4,221,Increase in safety around campus,safety
10/27/22 15:55,1,5,222,Increased frequency of buses on campus,transportation
10/27/22 15:56,0,1,223,"Increase number of seatings, monitors in the Library",campus
10/27/22 15:56,0,2,224,Better wifi coverage in campus,campus
10/27/22 15:56,0,3,225,More ECE course options,program
10/27/22 15:56,0,4,226,Diversity in food options,food
10/27/22 15:56,0,5,227,Cheaper food,food
10/27/22 15:56,1,1,228,Improve road condition,campus
10/27/22 15:56,1,2,229,Improve Wi-Fi speed,campus
10/27/22 15:56,1,3,230,Increase the varieties of food in dinning halls,food
10/27/22 15:56,1,4,231,Provide more monitors in library,campus
10/27/22 15:56,1,5,232,Provide more books in library,campus
10/27/22 15:56,0,1,233,More ECE course options,program
10/27/22 15:56,0,2,234,Cheap and better quality food offerings,food
10/27/22 15:56,0,3,235,Provide more on-campus housing options for graduate students,housing
10/27/22 15:56,0,4,236,Renovated campus housing,housing
10/27/22 15:56,0,5,237,"Increase frequency of free, fun events put on for students",benefits
10/27/22 15:56,1,1,238,More variety of offered courses,program
10/27/22 15:56,1,2,239,Better food options,food
10/27/22 15:56,1,3,240,Renovated campus housing,housing
10/27/22 15:56,1,4,241,Improved campus transportation system,transportation
10/27/22 15:56,1,5,242,Larger gym,campus
10/27/22 15:56,0,1,243,more classes offered,program
10/27/22 15:56,0,2,244,increased gra pay,benefits
10/27/22 15:56,0,3,245,more and cheaper food options,food
10/27/22 15:56,0,4,246,more hands on experience,job opportunities
10/27/22 15:56,0,5,247,more bus routes,transportation
10/27/22 15:56,1,1,248,Increased GRA pay,benefits
10/27/22 15:56,1,2,249,Reduced food prices for lunch options,food
10/27/22 15:56,1,3,250,More bus routes,transportation
10/27/22 15:56,1,4,251,More bike racks,transportation
10/27/22 15:56,1,5,252,More activities for grad students,benefits
10/27/22 15:57,0,1,253,More on campus late night food options,food
10/27/22 15:57,0,2,254,Reduce number of courses per semester for international students,program
10/27/22 15:57,0,3,255,More library space,campus
10/27/22 15:57,0,4,256,Cheap and better quality food offerings,food
10/27/22 15:57,0,5,257,Better wifi coverage on campus,campus
10/27/22 15:57,1,1,258,Provide more food choices from more cultures in the canteen.,food
10/27/22 15:57,1,2,259,Bigger gym.,campus
10/27/22 15:57,1,3,260,A 'real' soccer court with two gates.,campus
10/27/22 15:57,1,4,261,More outdoor events organized by different student societies.,benefits
10/27/22 15:57,1,5,262,Provide some dorms for the graduate-level students.,housing
10/27/22 15:57,0,1,263,Offer more relevant courses in specialisations,program
10/27/22 15:57,0,2,264,More classes should allow students to attend remotely as this course does,course
10/27/22 15:57,0,3,265,Create more study spaces on campus,campus
10/27/22 15:57,0,4,266,Healthier food options on campus,food
10/27/22 15:57,0,5,267,Social events for students to get to know each other,benefits
10/27/22 15:57,1,1,268,Please schedule office hours weekly on a regular basis,program
10/27/22 15:57,1,2,269,Optional problems to solve instead of presentations can help students in receiving extra credits since presentations are limited in number per class,course
10/27/22 15:57,1,3,270,Practice sessions with practice problems before exams,exam
10/27/22 15:57,1,4,271,Some latest advancements can be covered in the lecture content ,course
10/27/22 15:57,1,5,272,More/Quick responsiveness on Piazza,course
10/27/22 15:57,0,1,273,More crime prevention measures ,safety
10/27/22 15:57,0,2,274,Improve course availability ,course
10/27/22 15:57,0,3,275,Reduce parking fees on campus ,transportation
10/27/22 15:57,0,4,276,Mandatory physical and mental health classes ,health
10/27/22 15:57,0,5,277,Make class syllabi publicly available ,course
10/27/22 15:57,1,1,278,More police presence around surrounding areas off campus in the evening,safety
10/27/22 15:57,1,2,279,More affordable parking permits ,tuition
10/27/22 15:57,1,3,280,Better homecoming performer selection,benefits
10/27/22 15:57,1,4,281,"For courses that only offer 8 am class times, allow for later times in addition",course
10/27/22 15:57,1,5,282,Provide digital streaming services for all registered students,benefits
10/27/22 15:57,0,1,283,Increased security and police presence,safety
10/27/22 15:57,0,2,284,More GTA/GRA opportunities,job opportunities
10/27/22 15:57,0,3,285,Easier registration process (course registrtation),program
10/27/22 15:57,0,4,286,Better printing system,campus
10/27/22 15:57,0,5,287,More recreational activities,benefits
10/27/22 15:57,1,1,288,Lower cirme rate,safety
10/27/22 15:57,1,2,289,More food option,food
10/27/22 15:57,1,3,290,Course material recorded,course
10/27/22 15:57,1,4,291,Move all courses online,course
10/27/22 15:57,1,5,292,More social events,benefits
10/27/22 16:00,0,1,293,Better curriculum,program
10/27/22 16:00,0,2,294,Healthier food options,food
10/27/22 16:00,0,3,295,Make it easier to make appointments at Stamps,health
10/27/22 16:00,0,4,296,Easier and free access to mental health help,health
10/27/22 16:00,0,5,297,Training for career planning,job opportunities
10/27/22 16:00,1,1,298,Change exam formats or explore alternative syllabi for courses (math in particular),course
10/27/22 16:00,1,2,299,more Asian food on campus,food
10/27/22 16:00,1,3,300,healthier foods on campus,food
10/27/22 16:00,1,4,301,better vending machines on campus,campus
10/27/22 16:00,1,5,302,reducing student fees,tuition
10/27/22 16:00,0,1,303,Create more study spaces on campus,campus
10/27/22 16:00,0,2,304,Easier and free access to mental health help,health
10/27/22 16:00,0,3,305,Form a study group,course
10/27/22 16:00,0,4,306,Improve road condition,transportation
10/27/22 16:00,0,5,307,Provide more books in library,benefits
10/27/22 16:00,1,1,308,Provide more hands-on experiments on networks,course
10/27/22 16:00,1,2,309,Provide some reading materials before each lecture,course
10/27/22 16:00,1,3,310,"In assignments, provide the original questions",course
10/27/22 16:00,1,4,311,"In optional assignments, provide the solution by the professor or TA to help us understand",course
10/27/22 16:00,1,5,312,None,health
10/27/22 16:00,0,1,313,Increased GRA pay,job opportunities
10/27/22 16:00,0,2,314,Discounted taxes for Student Employees,benefits
10/27/22 16:00,0,3,315,Free campus parking,transportation
10/27/22 16:00,0,4,316,More student coupons we can use in daily life,benefits
10/27/22 16:00,0,5,317,Make meal plans more flexible/affordable,food
10/27/22 16:00,1,1,318,Discounted taxes for Student Employees,tuition
10/27/22 16:00,1,2,319,Discounts on COSTCO for foods and gas,benefits
10/27/22 16:00,1,3,320,Free snacks,benefits
10/27/22 16:00,1,4,321,Free campus parking,transportation
10/27/22 16:00,1,5,322,Discounted laptops,benefits
10/27/22 16:01,0,1,323,Lower the tuition and fee for out-of-state students.,tuition
10/27/22 16:01,0,2,324,Lower housing rent.,housing
10/27/22 16:01,0,3,325,"I wish there could be less assignments, more project works or hands-on labs (specially for grad student)",course
10/27/22 16:01,0,4,326,Improve Fall Course availability. (Spring has a lot of interesting courses and fall has very few),program
10/27/22 16:01,0,5,327,To reduce number of courses per semester for international students(4+4+2 -> 3+4+3),program
10/27/22 16:01,1,1,328,Lower the tuition and fee for out-of-state students.,tuition
10/27/22 16:01,1,2,329,Lower housing rent.,housing
10/27/22 16:01,1,3,330,Provide more industrial-related courses/projects. ,course
10/27/22 16:01,1,4,331,Be more friendly for other major students to select CS major courses.,program
10/27/22 16:01,1,5,332,Free food.,food
10/27/22 16:01,0,1,333,More RA/TA opportunities.,job opportunities
10/27/22 16:01,0,2,334,More funding opportunities.,tuition
10/27/22 16:01,0,3,335,Increase opportunities for GRA/GTA roles in ECE department,job opportunities
10/27/22 16:01,0,4,336,More support for job search,job opportunities
10/27/22 16:01,0,5,337,Each grad student has1 advisor to know closely what is their academic progress,program
10/27/22 16:01,1,1,338,Open book exams,exam
10/27/22 16:01,1,2,339,Lesser num of compulsory creds internationals,program
10/27/22 16:01,1,3,340,Stress busting activities,health
10/27/22 16:01,1,4,341,Interactive sessions,course
10/27/22 16:01,1,5,342,Public transport,transportation
10/27/22 16:01,0,1,343,free books,benefits
10/27/22 16:01,0,2,344,more student events,benefits
10/27/22 16:01,0,3,345,less assignments,course
10/27/22 16:01,0,4,346,more equipment,campus
10/27/22 16:01,0,5,347,larger deadlines,course
10/27/22 16:01,1,1,348,increased pay gra,job opportunities
10/27/22 16:01,1,2,349,lower student fees,tuition
10/27/22 16:01,1,3,350,build another gym or recreation center,campus
10/27/22 16:01,1,4,351,increase more restaurant on campus,food
10/27/22 16:01,1,5,352,Discounted taxes for Student Employees,tuition
10/27/22 16:02,0,1,353,"1. I wish there could be less assignments, more project works or hands-on labs (specially for grad student)",course
10/27/22 16:02,0,2,354,2. Increase opportunities for GRA/GTA roles in ECE department,job opportunities
10/27/22 16:02,0,3,355,3. Improve Fall Course avalaibilty. (Spring has a lot of interesting courses and fall has very few),program
10/27/22 16:02,0,4,356,4. Fostering a success-oriented mindset and sense of belonging,health
10/27/22 16:02,0,5,357,5. Lower student fees.,tuition
10/27/22 16:02,1,1,358,1. Create Opportunities to Engage With Alumni,job opportunities
10/27/22 16:02,1,2,359,2. Availability of more courses,program
10/27/22 16:02,1,3,360,3. Embrace Diversity,campus
10/27/22 16:02,1,4,361,4. Fostering a success-oriented mindset and sense of belonging,program
10/27/22 16:02,1,5,362,5. Expanded access to experiential learning activities,benefits
10/27/22 16:03,0,1,363,Free Coffee in Grad Lounges,food
10/27/22 16:03,0,2,364,"Give international (grad) students the flexibility to decide whether they want to take 3 or 4 courses during a semester. (Currently intl. students must take 4 courses every semester, which gets pretty hectic and is unreasonable. I mean, we could take 3+4+3 courses in three semesters as opposed to 4+2+2. You get what I mean.)",program
10/27/22 16:03,0,3,365,Reasonable homework,course
10/27/22 16:03,0,4,366,More ECE course options.,program
10/27/22 16:03,0,5,367,better printing system,campus
10/27/22 16:03,1,1,368,Reduce the workload (assignments) given to students to a reasonable level.,course
10/27/22 16:03,1,2,369,Give more days off during the semester. We seriously need a break!,program
10/27/22 16:03,1,3,370,"Give international (grad) students the flexibility to decide whether they want to take 3 or 4 courses during a semester. (Currently intl. students must take 4 courses every semester, which gets pretty hectic and is unreasonable. I mean, we could take 3+4+3 courses in three semesters as opposed to 4+2+2. You get what I mean.)",program
10/27/22 16:03,1,4,371,"Develop programs that help students maintain their physical and mental health. For example weekly gym sessions or sport training sessions. Basically, let students chill and help them regain their sanity.",health
10/27/22 16:03,1,5,372,"Create opportunities for students that better prepare them for the workplace. I mean, make this a key aspect of a student's academic career.",campus
10/27/22 16:03,0,1,373,More on campus late night food options,food
10/27/22 16:03,0,2,374,More. bike racks,transportation
10/27/22 16:03,0,3,375,Better system for choosing classes,program
10/27/22 16:03,0,4,376,Make meal plans more flexible/affordable,food
10/27/22 16:03,0,5,377,More support for job search,job opportunities
10/27/22 16:03,1,1,378,Improve course registration system,program
10/27/22 16:03,1,2,379,More on campus late night food options,food
10/27/22 16:03,1,3,380,Reduce parking fee,transportation
10/27/22 16:03,1,4,381,Improved access to university dinning halls and dining options for grad students,food
10/27/22 16:03,1,5,382,Being able to easily register for courses from schools other than your own school,program
10/27/22 16:05,0,1,383,1. Lower student fees,tuition
10/27/22 16:05,0,2,384,"2. Less tests, more project works or hands-on labs (specially for grad student)",course
10/27/22 16:05,0,3,385,3. More ECE course options.,program
10/27/22 16:05,0,4,386,4. Healthcare availability on weekends,health
10/27/22 16:05,0,5,387,5. More fun events available to all students,benefits
10/27/22 16:05,1,1,388,1. Affordable tuition,tuition
10/27/22 16:05,1,2,389,2. More study space in library,campus
10/27/22 16:05,1,3,390,3. Psychological consultation system,health
10/27/22 16:05,1,4,391,4. Interesting student events,benefits
10/27/22 16:05,1,5,392,5. Diverse food options,food
10/27/22 16:06,0,1,393,Increased GRA pay,job opportunities
10/27/22 16:06,0,2,394,Lower housing rent,housing
10/27/22 16:06,0,3,395,Free food,food
10/27/22 16:06,0,4,396,Better Transportation,transportation
10/27/22 16:06,0,5,397,More fun events available to all students ,benefits
10/27/22 16:06,1,1,398,Free food provided,food
10/27/22 16:06,1,2,399,More options for student housing,housing
10/27/22 16:06,1,3,400,More events for the students on campus,benefits
10/27/22 16:06,1,4,401,More outdoor activities for students,health
10/27/22 16:06,1,5,402,Less workload for classes,course
10/27/22 16:07,0,1,403,Lower the tuition and fee for out-of-state students.,tuition
10/27/22 16:07,0,2,404,Provide more on-campus housing options for graduate students.,housing
10/27/22 16:07,0,3,405,Should be more food options on campus so that lines are shorter during busy times.,food
10/27/22 16:07,0,4,406,Having additional advising for courses by people who are familiar with courses in the department (especially for grad students),course
10/27/22 16:07,0,5,407,Provide more Vegan food options in the dining halls,food
10/27/22 16:07,1,1,408,I think that there should be more food options on campus so that lines are shorter during busy times.,food
10/27/22 16:07,1,2,409,I think that the CULC roof should be open everyday.,campus
10/27/22 16:07,1,3,410,I think that registration should be easier.,program
10/27/22 16:07,1,4,411,I think that the on campus housing should be cheaper.,housing
10/27/22 16:07,1,5,412,I think that the architecture of new buildings should be less industrial.,campus
10/27/22 16:07,0,1,413,More ECE course options or larger class sizes,program
10/27/22 16:07,0,2,414,More on campus late night food options,food
10/27/22 16:07,0,3,415,Discussion of research topics every once in a while (monthly),course
10/27/22 16:07,0,4,416,More stinger bus routes,transportation
10/27/22 16:07,0,5,417,Be more friendly for other major students to select CS major courses. ,program
10/27/22 16:07,1,1,418,More free food,food
10/27/22 16:07,1,2,419,More food options,food
10/27/22 16:07,1,3,420,Later bus schedule,transportation
10/27/22 16:07,1,4,421,Fewer class requirements,program
10/27/22 16:07,1,5,422,Less e-mails,course
10/27/22 16:08,0,1,423,Move all courses online ,course
10/27/22 16:08,0,2,424,Giving opportunity to students to drop courses anytime during the semester without affecting their transcript,course
10/27/22 16:08,0,3,425,More student interaction session ,course
10/27/22 16:08,0,4,426,I don't think 4 course rule for students to be considered full-time is fair.,course
